SRR027956 GM R1 HindIII
SRR027957 GM R1 HindIII
SRR027958 GM R2 HindIII
SRR027959 GM R2 HindIII
SRR027960 GM R1 NcoI
SRR027961 GM R1 NcoI
SRR027962 K562 R1 NcoI
SRR027963 K562 R1 NcoI




